       0  0.00000       2
  3 -0.365426      0.802062E-01  0.462227      0.00000    
  3 -0.127954      0.165289     -0.438456      0.00000    
       0  0.00000       2
  3  0.116007     -0.412570     -0.316452      0.00000    
  3 -0.260792     -0.266346      0.654223      0.00000    
       0  0.00000       2
  3  0.546988     -0.690241      0.670815E-01  0.00000    
  3  -1.53444     -0.518632      0.150090E-01  0.00000    
       0  0.00000       2
  3  0.678896E-01  0.662764      0.394535      0.00000    
  3 -0.486508      -1.44353       1.37175      0.00000    
